critic,fresh,imdb,publication,quote,review_date,rtid,title
Michael Atkinson,fresh,0060196,Village Voice,"All told, and in giant widescreen, it's only blood-red adolescent fun, but it blooms like Douglas Sirk with a Gatling gun compared to the teenage demographic's current fare.",2003-05-27,13308,"Il buono, il brutto, il cattivo."
A.O. Scott,none,0094336,New York Times,,2011-05-24,17331,Withnail & I
Variety Staff,fresh,0094336,Variety,"Set in 1969 England, it portrays the last throes of a friendship mirroring the seedy demise of the hippie period, delivering some comic gems along the way.",2007-09-10,17331,Withnail & I
Dave Calhoun,fresh,0094336,Time Out,"A biting script from writer-director Bruce Robinson and performances from Richard E Grant and Paul McGann as two 'resting' actors, Withnail and 'I', that neither has surpassed.",2006-01-26,17331,Withnail & I
Joe Morgenstern,fresh,0093191,Wall Street Journal,A fantasy that... goes right in spite of its solemn style.,2012-11-27,10221,Der Himmel über Berlin
David Stratton,fresh,0093191,Variety,"A sublimely beautiful, deeply romantic film for our times.",2012-11-27,10221,Der Himmel über Berlin
Jonathan Rosenbaum,fresh,0093191,Chicago Reader,Wings of Desire is one of Wenders's most stunning achievements.,2007-07-09,10221,Der Himmel über Berlin
Geoff Andrew,fresh,0093191,Time Out,"Few films are so rich, so intriguing, or so ambitious.",2006-01-26,10221,Der Himmel über Berlin
Douglas Pratt,fresh,0093191,Hollywood Reporter,One of the few truly great movies to come out of the '80s.,2003-08-05,10221,Der Himmel über Berlin
Janet Maslin,rotten,0093191,New York Times,"Startlingly original at first, Wings of Desire is in the end damagingly overloaded.",2003-05-20,10221,Der Himmel über Berlin
Roger Ebert,fresh,0093191,Chicago Sun-Times,"The film evokes a mood of reverie, elegy and meditation.",2000-01-01,10221,Der Himmel über Berlin
Rita Kempley,fresh,0093191,Washington Post,"Underneath its melancholia and mind-boggling, even bothersome metaphysics, it's the simplest (well, almost) story ever told -- angel meets girl, angel gets girl.",2000-01-01,10221,Der Himmel über Berlin
Desson Thomson,fresh,0093191,Washington Post,a soaring vision that appeals to the senses and the spirit,2000-01-01,10221,Der Himmel über Berlin
David Ansen,fresh,0041959,Newsweek,It transformed the way I looked at the world.,2007-11-01,18250,The Third Man
Geoff Andrew,none,0041959,Time Out,,2006-06-24,18250,The Third Man
Jeff Millar,fresh,0041959,Houston Chronicle,"Welles gives Harry a mask of irony that turns all moral judgment back on itself. He turns a mass murderer into a wry rogue, and makes his villainy all the more horrifying because we rather like him.",2005-07-21,18250,The Third Man
Andrew Sarris,fresh,0041959,New York Observer,"Seen today, The Third Man ... can be appreciated as a prophetic statement on the eventual moral bankruptcy of the one-world euphoria that clouded men's minds immediately after the second 'war to end all wars.'",2004-04-22,18250,The Third Man
Bosley Crowther,fresh,0041959,New York Times,Top credit must go to Mr. Reed for molding all possible elements into a thriller of superconsequence.,2003-05-20,18250,The Third Man
James Berardinelli,fresh,0041959,ReelViews,"For lovers of film noir, The Third Man is unquestionably a must-see -- one of the masterpieces of a genre that has contained everything from milestone motion pictures to low-budget potboilers.",2002-08-29,18250,The Third Man
Susan Stark,fresh,0041959,Detroit News,The Third Man is like the exhausted aftermath of Casablanca.,2002-01-17,18250,The Third Man
,fresh,0041959,Variety,"a full-blooded, absorbing story",2001-02-13,18250,The Third Man
Robert Horton,fresh,0041959,Film.com,"One of the glories of postwar cinema, and quite possibly one of the most sheerly enjoyable movies ever made.",2000-01-01,18250,The Third Man
Joe Baltake,fresh,0041959,Sacramento Bee,A triumph of atmosphere and grown-up concerns.,2000-01-01,18250,The Third Man
Laura Miller,fresh,0041959,Salon.com,"It seemed like the creation of a sensibility terribly old and wise, and most of all very European; it was the very essence of world-weary sophistication.",2000-01-01,18250,The Third Man
J. Hoberman,fresh,0041959,Village Voice,"However hoked-up and self-regarding, The Third Man ... remains an indelible experience.",2000-01-01,18250,The Third Man
Tom Keogh,fresh,0041959,Film.com,"The complete effect of The Third Man is of superficial mysteries wrapped around deeper mysteries of the human heart, all immersed in a desperate universe suspended by the silent witnessing of a thousand eyes.",2000-01-01,18250,The Third Man
Jonathan Rosenbaum,fresh,0041959,Chicago Reader,Wonderful entertainment.,2000-01-01,18250,The Third Man
Roger Ebert,fresh,0041959,Chicago Sun-Times,"Of all the movies I have seen, this one most completely embodies the romance of going to the movies.",2000-01-01,18250,The Third Man
Tom Huddlestone,fresh,0080455,Time Out,"The film retains a huge nostalgic kick, thanks in large part to Aykroyd and Belushi's easy rapport, a smattering of daft, shaggy humour and some truly iconic musical sequences.",2009-07-24,13659,The Blues Brothers
Richard Corliss,rotten,0080455,TIME Magazine,A demolition symphony that works with the cold efficiency of a Moog synthesizer gone sadistic.,2008-08-20,13659,The Blues Brothers
Variety Staff,fresh,0080455,Variety,"Given all the chaos, director and, with Aykroyd, cowriter, John Landis manages to keep things reasonably controlled and in a straight line.",2008-04-01,13659,The Blues Brothers
Dave Kehr,rotten,0080455,Chicago Reader,"The humor is predicated on underplaying in overscaled situations, which is sporadically funny in a Keaton-esque way but soon sputters out through sheer, uninspired repetition.",2008-04-01,13659,The Blues Brothers
Roger Ebert,fresh,0080455,Chicago Sun-Times,"There's even room, in the midst of the carnage and mayhem, for a surprising amount of grace, humor, and whimsy.",2004-10-23,13659,The Blues Brothers
Janet Maslin,rotten,0080455,New York Times,"This essentially modest movie is reported to have cost about $30 million, and what did all that money buy? Scores of car crashes. Too many extras. Overstaged dance numbers. And a hollowness that certainly didn't come cheap.",2004-08-30,13659,The Blues Brothers
Michael Wilmington,fresh,0071562,Chicago Tribune,"One of the most ambitious and brilliantly executed American films, a landmark work from one of Hollywood's top cinema eras.",2013-02-24,12926,The Godfather: Part II
,fresh,0071562,TIME Magazine,"Not once does Pacino overtly ask for the audience's sympathy, but through a disciplined, suggestive performance he dominates the film.",2009-02-20,12926,The Godfather: Part II
A.D. Murphy,fresh,0071562,Variety,The Paramount release has everything going for it.,2008-02-19,12926,The Godfather: Part II
Don Druker,fresh,0071562,Chicago Reader,Francis Ford Coppola pulls it off in grand style.,2006-12-13,12926,The Godfather: Part II
Geoff Andrew,fresh,0071562,Time Out,"The performances, Gordon Willis' memorably gloomy camerawork, the stately pace and the sheer scale of the story's sweep render everything engrossing and so, well, plausible that our ideas of organised crime in America will forever be marked by this movie.",2006-06-24,12926,The Godfather: Part II
Roger Ebert,fresh,0071562,Chicago Sun-Times,"The stunning text of The Godfather is replaced in Part II with prologues, epilogues, footnotes, and good intentions.",2004-10-23,12926,The Godfather: Part II
Vincent Canby,rotten,0071562,New York Times,It's a second movie made largely out of the bits and pieces of Mr. Puzo's novel that didn't fit into the first. It's a Frankenstein's monster stitched together from leftover parts. It talks. It moves in fits and starts but it has no mind of its own.,2003-05-20,12926,The Godfather: Part II
James Berardinelli,fresh,0071562,ReelViews,Few sequels have expanded upon the original with the faithfulness and detail of this one.,2000-01-01,12926,The Godfather: Part II
Keith Uhlich,fresh,0075686,Time Out New York,"This is the link between Allen's \""earlier, funnier\"" stuff and more probing works like Interiors and Manhattan. Would that we all could build such masterful bridges.",2013-02-19,10183,Annie Hall
Richard Schickel,fresh,0075686,TIME Magazine,"Personal as the story he is telling may be, what separates this film from Allen's own past work and most other recent comedy is its general believability.",2009-02-20,10183,Annie Hall
Joseph McBride,fresh,0075686,Variety,A touching and hilarious love story that is Allen's most three-dimensional film to date.,2008-02-19,10183,Annie Hall
Dave Kehr,fresh,0075686,Chicago Reader,"Visually and structurally it's a mess, but many of the situations are genuinely clever, and there are plenty of memorable gags.",2006-12-13,10183,Annie Hall
Geoff Andrew,fresh,0075686,Time Out,"If you can forgive the fact that it's a ragbag of half-digested intellectual ideas dressed up with trendy intellectual references, you should have a good laugh.",2006-06-24,10183,Annie Hall
Vincent Canby,fresh,0075686,New York Times,"There will be discussion about what points in the film coincide with the lives of its two stars, but this, I think, is to detract from and trivialize the achievement of the film, which, at last, puts Woody in the league with the best directors we have.",2003-05-20,10183,Annie Hall
Roger Ebert,fresh,0075686,Chicago Sun-Times,"Watching it again, 25 years after its April 1977 premiere, I am astonished by how scene after scene has an instant familiarity.",2002-05-26,10183,Annie Hall
Richard Schickel,fresh,0086197,TIME Magazine,"Moviegoers seeking a grand yet edifying entertainment, right-stuffed with what Kaufman calls \""seriousness of subject matter and a wild humor that comes out of left field,\"" now know where to look...",2011-10-05,11250,The Right Stuff
Variety Staff,fresh,0086197,Variety,"The Right Stuff is a humdinger. Full of beauty, intelligence and excitement, this big-scale look at the development of the US space program and its pioneering aviators provides a fresh, entertaining look back at the recent past.",2009-03-26,11250,The Right Stuff
Geoff Andrew,fresh,0086197,Time Out,"From the opening moments it is clear that we have the nearest modern equivalent to a Western: men of quiet virtue going skyward, leaving the tawdry world of log-rolling politicians behind.",2006-06-24,11250,The Right Stuff
Vincent Canby,fresh,0086197,New York Times,"These men remain virtually flawless heroes, almost too good, decent and brave to be true, and it's a measure of how successful the movie is that one is inclined to believe it.",2003-05-20,11250,The Right Stuff
Roger Ebert,fresh,0086197,Chicago Sun-Times,"That the writer-director, Philip Kaufman, is able to get so much into a little more than three hours is impressive. That he also has organized this material into one of the best recent American movies is astonishing.",2003-03-25,11250,The Right Stuff
Dave Kehr,fresh,0085859,Chicago Reader,"The thematics are rather cloying, but the mood -- profoundly relaxed, bemused -- eventually conquers.",2010-09-03,10342,Local Hero
Todd McCarthy,fresh,0085859,Variety,"[It's] loaded with wry, offbeat humor and is the sort of satisfying, personal picture that is becoming an increasingly rare commodity these days",2008-08-13,10342,Local Hero
,fresh,0085859,Time Out,"Forsyth cannot quite tease out of his characters the kind of strange sublety that Powell and Pressburger delivered, but it is enough that he and producer David Puttnam succeed in making you realise just how badly this kind of film has been missed.",2006-06-24,10342,Local Hero
Roger Ebert,fresh,0085859,Chicago Sun-Times,"Here is a small film to treasure, a loving, funny, understated portrait of a small Scottish town and its encounter with a giant oil company.",2004-10-23,10342,Local Hero
Janet Maslin,fresh,0085859,New York Times,"It demonstrates Mr. Forsyth's uncanny ability for making an audience sense that something magical is going on, even if that something isn't easily explained.",2003-05-20,10342,Local Hero
Joshua Rothkopf,rotten,0438488,Time Out,,2011-11-17,770676948,Terminator Salvation
Laremy Legel,rotten,0438488,Film.com,"It brings me very little joy to report that this version of the popular Terminator franchise is silly, obtuse, and pointless.",2011-05-06,770676948,Terminator Salvation
Tom Huddlestone,rotten,0438488,Time Out,"A shambolic, deafening, intelligence-insulting mess, a crushing failure on almost all counts.",2009-06-05,770676948,Terminator Salvation
Ben Mankiewicz,rotten,0438488,At the Movies,This is the worst big budget summer release I've seen in some time.,2009-05-26,770676948,Terminator Salvation
Ben Lyons,rotten,0438488,At the Movies,It's a fun time at the movies.,2009-05-26,770676948,Terminator Salvation
Anthony Lane,rotten,0438488,New Yorker,"Terminator Salvation is a confused, humorless grind, with nobody, from the stars to the set designers, prepared to prick its self-importance.",2009-05-26,770676948,Terminator Salvation
